Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004,Platform,Nintendo,0,0,0.07,0
Super Ghouls 'n Ghosts,GBA,2002,Platform,Capcom,0.05,0.02,0,0
Winx Club,GBA,2005,Shooter,Konami Digital Entertainment,0.05,0.02,0,0
Bomberman Max 2: Red Advance,GBA,2002,Puzzle,Vivendi Games,0.05,0.02,0,0
Pong / Asteroids / Yars' Revenge,GBA,2005,Misc,Zoo Digital Publishing,0.05,0.02,0,0
Mucha Lucha! Mascaritas of the Lost Code,GBA,2003,Fighting,Ubisoft,0.05,0.02,0,0
Archer Maclean's 3D Pool,GBA,2003,Misc,Crave Entertainment,0.05,0.02,0,0
Disney's Donald Duck Advance,GBA,2001,Platform,Ubisoft,0.05,0.02,0,0
Pitfall: The Lost Expedition,GBA,2003,Platform,Activision,0.05,0.02,0,0
All-Star Baseball 2004,GBA,2003,Sports,Acclaim Entertainment,0.05,0.02,0,0
Famicom Mini: Nazo no Murasame-Jou,GBA,2004,Action,Nintendo,0,0,0.07,0
Disney Sports Skateboarding,GBA,2002,Sports,Konami Digital Entertainment,0.05,0.02,0,0
Caesars Palace Advance: Millennium Gold Edition,GBA,2001,Misc,Majesco Entertainment,0.05,0.02,0,0
Let's Ride! Dreamer,GBA,2005,Adventure,DTP Entertainment,0.05,0.02,0,0
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006,Action,Banpresto,0,0,0.07,0
River City Ransom EX,GBA,2004,Action,Atlus,0.05,0.02,0,0
Famicom Mini: Wrecking Crew,GBA,2004,Puzzle,Nintendo,0,0,0.07,0
Sudoku Fever,GBA,2006,Puzzle,Take-Two Interactive,0.05,0.02,0,0
Legends of Wrestling II,GBA,2002,Fighting,Acclaim Entertainment,0.05,0.02,0,0
FIFA Soccer 06,GBA,2005,Sports,Electronic Arts,0.05,0.02,0,0
everGirl,GBA,2005,Adventure,THQ,0.05,0.02,0,0
Batman: Rise of Sin Tzu,GBA,2003,Action,Ubisoft,0.05,0.02,0,0
X-Men: The Official Game,GBA,2006,Action,Activision,0.05,0.02,0,0
Disney's Party,GBA,2003,Misc,Hudson Entertainment,0.05,0.02,0,0
Centipede / Breakout / Warlords,GBA,2005,Misc,Zoo Digital Publishing,0.05,0.02,0,0
Gunstar Super Heroes,GBA,2005,Shooter,Sega,0.05,0.02,0,0
Frogger Advance: The Great Quest,GBA,2002,Action,Konami Digital Entertainment,0.05,0.02,0,0
Pocky & Rocky with Becky,GBA,2001,Shooter,Altron,0.05,0.02,0,0
Hot Wheels: Burnin' Rubber,GBA,2001,Racing,THQ,0.05,0.02,0,0
Desert Strike Advance,GBA,2002,Simulation,Electronic Arts,0.05,0.02,0,0
ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Sports,Konami Digital Entertainment,0.05,0.02,0,0
Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,0.05,0.02,0,0
Kururin Paradise,GBA,2002,Puzzle,Unknown,0,0,0.06,0
Rayman: Hoodlum's Revenge,GBA,2005,Platform,Ubisoft,0.05,0.02,0,0
Famicom Mini: Balloon Fight,GBA,2004,Action,Nintendo,0,0,0.06,0
The Pinball of the Dead,GBA,2002,Misc,Sega,0.05,0.02,0,0
Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004,Action,Ubisoft,0.05,0.02,0,0
Tron 2.0: Killer App,GBA,2004,Action,Disney Interactive Studios,0.04,0.02,0,0
Jurassic Park III: Park Builder,GBA,2001,Simulation,Konami Digital Entertainment,0.04,0.02,0,0
LEGO Bionicle,GBA,2001,Platform,LEGO Media,0.04,0.02,0,0
2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,0.04,0.02,0,0
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,0.04,0.02,0,0
Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,0.04,0.02,0,0
Salt Lake 2002,GBA,2002,Sports,Ubisoft,0.04,0.02,0,0
Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,0.04,0.02,0,0
Rapala Pro Fishing,GBA,2004,Sports,Zoo Digital Publishing,0.04,0.02,0,0
Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,0.04,0.02,0,0
Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,0.04,0.02,0,0
Oddworld: Munch's Oddysee,GBA,2003,Platform,THQ,0.04,0.02,0,0
Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005,Action,D3Publisher,0.04,0.02,0,0
Super Smash Bros. Melee,GC,2001,Fighting,Nintendo,4.41,1.04,1.39,0.22
Mario Kart: Double Dash!!,GC,2003,Racing,Nintendo,4.12,1.77,0.87,0.19
Super Mario Sunshine,GC,2002,Platform,Nintendo,4.01,1.26,0.87,0.17
The Legend of Zelda: The Wind Waker,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13
Luigi's Mansion,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1
Animal Crossing,GC,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09
Metroid Prime,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09
Sonic Adventure 2 Battle,GC,2001,Platform,Sega,1.7,0.59,0.21,0.07
Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,1.21,0.57,0.7,0.07
Mario Party 4,GC,2002,Misc,Nintendo,1.13,0.36,0.92,0.07
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,Nintendo,1.48,0.25,0.46,0.06
Mario Party 5,GC,2003,Misc,Nintendo,0.97,0.33,0.73,0.06
Sonic Mega Collection,GC,2002,Misc,Infogrames,1.47,0.48,0.05,0.06
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,LucasArts,1.03,0.75,0.03,0.09
Star Fox Adventures,GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09
Resident Evil 4,GC,2005,Action,Capcom,0.98,0.42,0.22,0.06
Mario Party 6,GC,2004,Misc,Nintendo,0.9,0.11,0.6,0.05
Pikmin,GC,2001,Strategy,Nintendo,0.78,0.25,0.56,0.04
Kirby Air Ride,GC,2003,Racing,Nintendo,1.01,0.11,0.45,0.04
Super Mario Strikers,GC,2005,Sports,Nintendo,0.98,0.38,0.2,0.04
Sonic Heroes,GC,2003,Platform,Sega,1.05,0.44,0.06,0.04
The Legend of Zelda: Twilight Princess,GC,2006,Action,Nintendo,1.15,0.36,0.04,0.04
Mario Party 7,GC,2005,Misc,Nintendo,0.95,0.11,0.46,0.04
Mario Golf: Toadstool Tour,GC,2003,Sports,Nintendo,1.09,0.15,0.25,0.04
Super Monkey Ball 2,GC,2002,Puzzle,Atari,1.11,0.31,0.06,0.04
SoulCalibur II,GC,2003,Fighting,Namco Bandai Games,0.99,0.32,0.11,0.08
Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,Nintendo,0.72,0.38,0.36,0.04
Super Monkey Ball,GC,2001,Puzzle,Atari,0.95,0.37,0.1,0.04
Mario Superstar Baseball,GC,2005,Sports,Nintendo,0.93,0.24,0.25,0.04
Resident Evil (Remake),GC,2002,Action,Capcom,0.63,0.38,0.35,0.05
LEGO Star Wars: The Video Game,GC,2005,Action,Eidos Interactive,1.09,0.28,0,0.04
Donkey Kong Jungle Beat,GC,2004,Platform,Nintendo,0.84,0.22,0.24,0.04
Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,0.87,0.35,0.07,0.04
Resident Evil Zero,GC,2002,Action,Capcom,0.54,0.27,0.45,0.04
Sonic Adventure DX: Director's Cut,GC,2003,Platform,Sega,0.87,0.3,0.06,0.03
Pokemon XD: Gale of Darkness,GC,2005,Role-Playing,Nintendo,0.71,0.19,0.31,0.03
Mario Power Tennis,GC,2004,Sports,Nintendo,0.58,0.16,0.46,0.03
Need for Speed Underground,GC,2003,Racing,Electronic Arts,0.69,0.48,0.01,0.03
Pikmin 2,GC,2004,Strategy,Nintendo,0.48,0.13,0.56,0.03
Spider-Man: The Movie,GC,2002,Action,Activision,0.86,0.27,0.01,0.04
Donkey Konga,GC,2003,Misc,Nintendo,0.5,0.16,0.46,0.03
Need for Speed Underground 2,GC,2004,Racing,Electronic Arts,0.7,0.39,0.01,0.03
Tales of Symphonia,GC,2003,Role-Playing,Nintendo,0.54,0.21,0.31,0.04
Star Fox: Assault,GC,2005,Shooter,Nintendo,0.68,0.18,0.19,0.03
Naruto: Clash of Ninja 2,GC,2003,Fighting,Nintendo,0.44,0.12,0.45,0.03
Shrek 2,GC,2004,Platform,Activision,0.73,0.26,0.01,0.03
The Simpsons: Hit & Run,GC,2003,Racing,Vivendi Games,0.77,0.2,0,0.03
Shadow The Hedgehog,GC,2005,Platform,Sega,0.76,0.2,0,0.03
LEGO Star Wars II: The Original Trilogy,GC,2006,Action,LucasArts,0.75,0.19,0,0.03
SpongeBob SquarePants: Battle for Bikini Bottom,GC,2003,Platform,THQ,0.74,0.19,0,0.03
The SpongeBob SquarePants Movie,GC,2004,Platform,THQ,0.73,0.19,0,0.03
Cars,GC,2006,Racing,THQ,0.72,0.19,0,0.03
Sonic Riders,GC,2006,Racing,Sega,0.71,0.18,0,0.03
Finding Nemo,GC,2003,Action,THQ,0.69,0.18,0,0.02
Spider-Man 2,GC,2004,Action,Activision,0.65,0.17,0,0.02
The Incredibles,GC,2004,Action,THQ,0.65,0.17,0,0.02
Tony Hawk's Pro Skater 3,GC,2001,Sports,Activision,0.64,0.17,0,0.02
The Legend of Zelda: Four Swords Adventures,GC,2004,Action,Nintendo,0.63,0.16,0,0.02
Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,0.62,0.16,0,0.02
Sonic the Hedgehog 2,GEN,1992,Platform,Sega,4.47,1.2,0.16,0.19
Sonic the Hedgehog,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13
Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,1.95,0.63,0,0.09
Streets of Rage,GEN,1990,Action,Sega,1.86,0.55,0.11,0.08
NBA Jam,GEN,1992,Sports,Arena Entertainment,1.75,0.25,0,0.05
Sonic & Knuckles,GEN,1994,Platform,Sega,1.24,0.43,0.03,0.12
Sonic the Hedgehog 3,GEN,1994,Platform,Sega,1.02,0.47,0.2,0.07
Street Fighter II': Special Champion Edition,GEN,1992,Fighting,Sega,1,0.3,0.31,0.04
Disney's The Lion King,GEN,1994,Platform,Virgin Interactive,0.97,0.37,0.03,0.05
Mortal Kombat 3,GEN,1994,Fighting,Acclaim Entertainment,1.03,0.27,0,0.04
Super Mario 64,N64,1996,Platform,Nintendo,6.91,2.85,1.91,0.23
Mario Kart 64,N64,1996,Racing,Nintendo,5.55,1.94,2.23,0.15
GoldenEye 007,N64,1997,Shooter,Nintendo,5.8,2.01,0.13,0.15
The Legend of Zelda: Ocarina of Time,N64,1998,Action,Nintendo,4.1,1.89,1.45,0.16
Super Smash Bros.,N64,1999,Fighting,Nintendo,2.95,0.6,1.97,0.04
Pokemon Stadium,N64,1999,Strategy,Nintendo,3.18,1.24,0.94,0.09
Donkey Kong 64,N64,1999,Platform,Nintendo,3.33,0.79,1.09,0.06
Diddy Kong Racing,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1
Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04
Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1
Pokemon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06
The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,1.9,0.67,0.73,0.06
Star Wars Episode I Racer,N64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04
Wave Race 64,N64,1996,Racing,Nintendo,1.98,0.58,0.34,0.04
Yoshi's Story,N64,1997,Platform,Nintendo,1.29,0.53,0.98,0.05
Pokémon Stadium 2,N64,2000,Strategy,Nintendo,1.02,0.36,1.13,0.23
Mario Party,N64,1998,Misc,Nintendo,1.25,0.53,0.87,0.05
Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,2,0.5,0.12,0.03
Perfect Dark,N64,2000,Action,Nintendo,1.55,0.75,0.16,0.06
Mario Party 2,N64,1999,Misc,Nintendo,1.28,0.14,1.08,0.01
WCW/nWo Revenge,N64,1998,Fighting,THQ,1.94,0.39,0.03,0.02
Mario Tennis,N64,2000,Sports,Nintendo,0.78,0.4,1.06,0.07
Star Wars: Rogue Squadron,N64,1998,Simulation,Nintendo,1.6,0.46,0.08,0.03
Tony Hawk's Pro Skater,N64,2000,Sports,Activision,1.68,0.4,0,0.03
1080°: TenEighty Snowboarding,N64,1998,Sports,Nintendo,1.25,0.61,0.13,0.05
Mario Party 3,N64,2000,Misc,Nintendo,0.72,0.16,1.01,0.02
Turok 2: Seeds of Evil,N64,1997,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04
"Hey You, Pikachu!",N64,1998,Simulation,Nintendo,0.83,0.06,0.93,0
Kirby 64: The Crystal Shards,N64,2000,Platform,Nintendo,0.63,0.06,1.03,0.04
Cruis'n USA,N64,1996,Racing,Nintendo,1.69,0.04,0,0.01
WCW vs. nWo: World Tour,N64,1997,Fighting,THQ,1.37,0.28,0.03,0.02
F-1 World Grand Prix,N64,1998,Racing,Video System,0.46,0.96,0.09,0.08
007: The World is not Enough,N64,2000,Action,Electronic Arts,1.13,0.38,0.02,0.03
WWF No Mercy,N64,2000,Fighting,THQ,1.2,0.27,0.02,0.02
Banjo-Tooie,N64,2000,Platform,Nintendo,0.82,0.36,0.25,0.06
WWF WrestleMania 2000,N64,1999,Fighting,THQ,1.2,0.25,0.02,0.02
Mario Golf,N64,1999,Action,Nintendo,0.62,0.18,0.65,0.02
Namco Museum 64,N64,1999,Misc,Namco Bandai Games,1.24,0.17,0.03,0.01
Paper Mario,N64,2000,Role-Playing,Nintendo,0.58,0.18,0.59,0.02
Pocket Monsters Stadium,N64,1998,Strategy,Nintendo,0,0,1.37,0
WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,1.08,0.24,0,0.02
Kobe Bryant in NBA Courtside,N64,1998,Sports,Nintendo,1.02,0.13,0.04,0.01
Mission: Impossible,N64,1997,Action,Ocean,0.74,0.38,0.02,0.03
Jet Force Gemini,N64,1999,Shooter,Nintendo,0.78,0.28,0.07,0.02
South Park,N64,1998,Shooter,Acclaim Entertainment,0.9,0.23,0,0.02
Pilotwings 64,N64,1996,Simulation,Nintendo,0.56,0.24,0.3,0.02
F-Zero X,N64,1998,Racing,Nintendo,0.45,0.33,0.29,0.03
NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment,1.01,0.05,0,0.01
NFL Blitz,N64,1998,Sports,Midway Games,1.02,0.04,0,0.01
Bomberman 64,N64,1997,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03
Excitebike 64,N64,2000,Racing,Nintendo,0.65,0.15,0.19,0.01
NASCAR 99,N64,1998,Racing,Electronic Arts,0.94,0.04,0,0.01
Mortal Kombat Trilogy,N64,1996,Fighting,GT Interactive,0.72,0.22,0,0.02
Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,0.71,0.2,0,0.01
Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,0.63,0.27,0,0.02
Glover,N64,1998,Platform,Hasbro Interactive,0.72,0.17,0,0.01
Madden NFL 99,N64,1998,Sports,Electronic Arts,0.84,0.05,0,0.01
Madden Football 64,N64,1997,Sports,Electronic Arts,0.81,0.04,0,0.01
Killer Instinct Gold,N64,1996,Fighting,Nintendo,0.61,0.19,0,0.01
Army Men: Sarge's Heroes,N64,1999,Action,3DO,0.68,0.12,0,0.01
WCW Mayhem,N64,1999,Fighting,Electronic Arts,0.63,0.15,0,0.01
Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,Nintendo,0.75,0.03,0,0.01
Conker's Bad Fur Day,N64,2001,Platform,THQ,0.53,0.22,0,0.02
Tony Hawk's Pro Skater 2,N64,2001,Sports,Activision,0.59,0.16,0,0.01
San Francisco Rush: Extreme Racing,N64,1997,Racing,GT Interactive,0.63,0.11,0,0.01
Mortal Kombat 4,N64,1998,Fighting,GT Interactive,0.55,0.17,0,0.01
Blast Corps,N64,1997,Action,Nintendo,0.39,0.09,0.17,0.06
LEGO Racers,N64,1999,Racing,LEGO Media,0.51,0.18,0,0.01
WWF Attitude,N64,1999,Fighting,Acclaim Entertainment,0.57,0.13,0,0.01
Tom Clancy's Rainbow Six,N64,1999,Shooter,Red Storm Entertainment,0.48,0.15,0,0.01
Starshot: Space Circus Fever,N64,1998,Platform,Infogrames,0.02,0.01,0,0
Charlie Blasts Territory,N64,1999,Action,Kemco,0.02,0.01,0,0
Super Bowling,N64,1999,Sports,Athena,0.02,0,0,0
Rat Attack!,N64,2000,Puzzle,Mindscape,0.02,0,0,0
PGA European Tour,N64,2000,Sports,Infogrames,0.01,0,0,0
Carmageddon 64,N64,1999,Action,Virgin Interactive,0.01,0,0,0
Super Mario Bros.,NES,1985,Platform,Nintendo,29.08,3.58,6.81,0.77
Duck Hunt,NES,1984,Shooter,Nintendo,26.93,0.63,0.28,0.47
Super Mario Bros. 3,NES,1988,Platform,Nintendo,9.54,3.44,3.84,0.46
Super Mario Bros. 2,NES,1988,Platform,Nintendo,5.39,1.18,0.7,0.19
The Legend of Zelda,NES,1986,Action,Nintendo,3.74,0.93,1.69,0.14
Tetris,NES,1988,Puzzle,Nintendo,2.97,0.69,1.81,0.11
Dr. Mario,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1
Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08
Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04
Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07
Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04
Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,0.1,0,3.77,0
Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06
Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02
Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,0.08,0,3.03,0.01
World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07
Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07
Metroid,NES,1986,Action,Nintendo,1.33,0.31,1.04,0.05
Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,0,0,2.65,0
Teenage Mutant Ninja Turtles: Tournament Fighters,NES,1992,Fighting,Konami Digital Entertainment,0.04,0.01,0.02,0
Adventures of Lolo,NES,1989,Puzzle,HAL Laboratory,0.06,0,0,0
The Sims 3,PC,2009,Simulation,Electronic Arts,0.99,6.42,0,0.6
World of Warcraft,PC,2004,Role-Playing,Activision,0.08,6.21,0,0
Diablo III,PC,2012,Role-Playing,Activision,2.44,2.16,0,0.54
Microsoft Flight Simulator,PC,1996,Simulation,Microsoft Game Studios,3.22,1.69,0,0.2
StarCraft II: Wings of Liberty,PC,2010,Strategy,Activision,2.57,1.68,0,0.58
Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0,0.23
Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0,0.09,0
World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0,0
The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.12,0,0.6
The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17
Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0,0.16
The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0,0.14
The Sims 4,PC,2014,Simulation,Electronic Arts,1,1.82,0,0.23
The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0,0.13
Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0,0.38
Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,1.37,1.34,0,0.14
Myst,PC,1994,Adventure,Red Orb,0.02,2.79,0,0
Battlefield 3,PC,2011,Shooter,Electronic Arts,0.89,1.43,0,0.46
Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,1.52,0.82,0,0.1
Theme Hospital,PC,1997,Strategy,Electronic Arts,2.3,0.1,0,0
Monopoly,PC,1994,Misc,Hasbro Interactive,1.49,0.81,0,0.1
Half-Life 2,PC,2004,Shooter,Vivendi Games,2.28,0.02,0.08,0
Guild Wars 2,PC,2012,Action,NCSoft,0.96,1.07,0,0.27
Tomb Raider II,PC,1997,Action,Eidos Interactive,0.91,1.25,0,0.13
The Sims: House Party,PC,2001,Simulation,Electronic Arts,1.23,0.83,0,0.1
SimCity 2000,PC,1992,Simulation,Maxis,1.2,0.84,0,0.1
World of Warcraft: Cataclysm,PC,2010,Role-Playing,Activision,1.77,0.32,0,0
Sim Theme Park,PC,1998,Strategy,Electronic Arts,2.04,0.04,0,0
Warcraft: Orcs & Humans,PC,1994,Strategy,Activision,0.89,1.08,0,0.11
Star Wars: Dark Forces,PC,1994,Shooter,LucasArts,1.09,0.77,0,0.09
Who wants to be a millionaire,PC,1999,Misc,Disney Interactive Studios,1.94,0,0,0
The Sims: Makin' Magic,PC,2003,Simulation,Electronic Arts,1.03,0.8,0,0.09
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0,0.22
The Sims: Hot Date,PC,2001,Simulation,Electronic Arts,1.81,0,0,0
Call of Duty: Modern Warfare 3,PC,2011,Shooter,Activision,0.41,0.98,0,0.32
The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,Electronic Arts,0.59,0.87,0,0.23
Sid Meier's Civilization V,PC,2010,Strategy,Take-Two Interactive,0.98,0.52,0,0.17
The Sims: Superstar,PC,2003,Simulation,Electronic Arts,1.67,0,0,0
StarCraft II: Heart of the Swarm,PC,2013,Strategy,Activision,0.83,0.66,0,0.18
Call of Duty: Black Ops,PC,N/A,Shooter,Activision,0.58,0.81,0,0.23
Diablo,PC,1996,Role-Playing,Activision,0.01,1.58,0,0
Command & Conquer: Tiberian Sun,PC,1999,Strategy,Westwood Studios,1.55,0,0,0
Warcraft III: The Frozen Throne,PC,2003,Strategy,Activision,0.58,0.87,0,0.09
Call of Duty: Black Ops II,PC,2012,Shooter,Activision,0.64,0.69,0,0.19
Final Fantasy XIV: A Realm Reborn,PC,2010,Role-Playing,Square Enix,0.88,0.48,0,0.17
Football Manager 2012,PC,2011,Sports,Sega,0.02,1.16,0,0.33
Anno 2070,PC,2011,Strategy,Ubisoft,0,1.13,0,0.29
SimCity (2013),PC,2013,Simulation,Electronic Arts,0.48,0.77,0,0.17
Battlefield 4,PC,2013,Shooter,Electronic Arts,0.39,0.87,0,0.1
Command & Conquer: Red Alert 2,PC,2000,Strategy,Electronic Arts,1.32,0.02,0,0
World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,Activision,0.01,0.13,0,1.18
Fallout 4,PC,2015,Role-Playing,Bethesda Softworks,0.51,0.67,0,0.1
The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,1.22,0.05,0,0
Football Manager 2011,PC,2010,Sports,Sega,0,1.01,0,0.25
Championship Manager 03/04,PC,2003,Sports,Eidos Interactive,0,1.15,0,0.11
RollerCoaster Tycoon 2,PC,2002,Strategy,Atari,1.19,0.05,0,0
Farming Simulator 2015,PC,2014,Simulation,Focus Home Interactive,0.08,1.04,0,0.07
Grand Theft Auto V,PC,2015,Action,Take-Two Interactive,0.39,0.69,0,0.09
Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,0.59,0.45,0,0.14
Spore,PC,2008,Strategy,Electronic Arts,0.03,1.06,0,0.08
Worldwide Soccer Manager 2009,PC,2008,Simulation,Sega,0,1.14,0,0.01
Football Manager 2013,PC,2012,Sports,Sega,0,0.95,0,0.21
Call of Duty 4: Modern Warfare,PC,2007,Shooter,Activision,0,1.12,0,0.03
Worldwide Soccer Manager 2008,PC,2007,Sports,Russel,0,1.12,0,0
Empire: Total War,PC,2009,Strategy,Sega,0.01,0.97,0,0.1
Championship Manager 99/00,PC,1999,Sports,Eidos Interactive,0,0.98,0,0.09
Diablo II: Lord of Destruction,PC,2001,Role-Playing,Vivendi Games,1.03,0.02,0,0
Tomb Raider,PC,1996,Action,Eidos Interactive,0.96,0.07,0,0
Championship Manager 3,PC,2003,Sports,Eidos Interactive,0,0.93,0,0.08
Fallout 3,PC,2008,Role-Playing,Bethesda Softworks,0.02,0.88,0,0.08
Grand Theft Auto: San Andreas,PC,2005,Action,Take-Two Interactive,0,0.93,0,0.04
Mass Effect 3,PC,2012,Role-Playing,Electronic Arts,0.4,0.44,0,0.12
Far Cry 3,PC,2012,Shooter,Ubisoft,0.22,0.62,0,0.12
Farming Simulator 2013,PC,2012,Simulation,Focus Home Interactive,0,0.81,0,0.15
The Witcher 2: Assassins of Kings,PC,2011,Action,Namco Bandai Games,0.25,0.56,0,0.14
Assassin's Creed III,PC,2012,Action,Ubisoft,0.28,0.53,0,0.12
Borderlands 2,PC,2012,Shooter,Take-Two Interactive,0.42,0.41,0,0.1
Assassin's Creed,PC,2008,Adventure,Ubisoft,0.01,0.83,0,0.07
The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.51,0,0.07
Call of Duty: Modern Warfare 2,PC,2009,Shooter,Activision,0.01,0.79,0,0.09
Grand Theft Auto IV,PC,2008,Action,Take-Two Interactive,0.01,0.79,0,0.07
The 7th Guest,PC,1992,Adventure,Virgin Interactive,0.02,0.77,0,0
Portal 2,PC,2011,Shooter,Valve Software,0.33,0.32,0,0.1
Assassin's Creed: Revelations,PC,2011,Action,Ubisoft,0.14,0.48,0,0.12
Crysis 2,PC,2011,Action,Electronic Arts,0.16,0.45,0,0.13
Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,0.33,0.34,0,0.06
Total War: Rome II,PC,2013,Strategy,Sega,0.12,0.53,0,0.07
The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,0.21,0.46,0,0.05
Battlefield: Bad Company 2,PC,2010,Shooter,Electronic Arts,0.19,0.53,0,0
XCOM: Enemy Unknown,PC,2012,Strategy,Take-Two Interactive,0.27,0.36,0,0.08
Crysis,PC,2007,Shooter,Electronic Arts,0,0.69,0,0.02
Superbike 2000,PS,1999,Racing,Electronic Arts,0.15,0.1,0,0.02
Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,0.15,0.1,0,0.02
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,PS,1998,Sports,Konami Digital Entertainment,0,0,0.25,0.02
Final Doom,PS,1995,Shooter,GT Interactive,0.15,0.1,0,0.02
NBA ShootOut 2001,PS,2000,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02
Battle Arena Toshinden 3,PS,1996,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02
Jade Cocoon: Story of the Tamamayu,PS,1998,Role-Playing,Crave Entertainment,0.15,0.1,0,0.02
Gallop Racer 2: One and Only Road to Victory,PS,1997,Sports,Tecmo Koei,0,0,0.25,0.02
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Sports,Konami Digital Entertainment,0,0,0.25,0.02
King's Field II,PS,1996,Role-Playing,From Software,0.08,0.06,0.11,0.02
